"section_id","station_x","elevation_z"
"18","234.379000","35.697000"
"18","254.760000","35.873000"
"18","285.821000","35.445000"
"18","377.926000","35.194000"
"18","431.471000","36.596000"
"18","455.466000","37.531000"
"18","478.164000","37.802000"
"18","509.060000","33.447000"
"18","522.062000","32.015000"
"18","551.187000","31.095000"
"18","570.662000","25.088000"
"18","575.365000","25.058000"
"18","582.420000","28.273000"
"18","589.475000","31.898000"
"18","623.182000","35.025000"
"18","639.643000","38.220000"
"19","0.000000","38.787000"
"19","14.497000","35.004000"
"19","22.024000","33.764000"
"19","30.946000","31.996000"
"19","40.146000","32.019000"
"19","54.643000","28.046000"
"19","69.419000","28.023000"
"19","83.080000","32.065000"
"19","101.759000","34.040000"
"19","127.965000","34.545000"
"19","170.131000","34.720000"
"19","193.136000","35.655000"
"19","198.220000","38.196000"
"19","227.493000","38.254000"
"20","0.000000","38.472000"
"20","16.590000","33.324000"
"20","29.427000","32.947000"
"20","65.913000","32.489000"
"20","87.690000","31.995000"
"20","92.035000","30.884000"
"20","103.885000","29.059000"
"20","117.908000","29.000000"
"20","129.165000","31.459000"
"20","144.767000","34.236000"
"20","149.903000","35.128000"
"20","154.840000","36.715000"
"20","161.160000","38.171000"
"21","0.000000","38.714000"
"21","11.093000","35.743000"
"21","28.921000","31.935000"
"21","43.920000","29.054000"
"21","59.201000","27.852000"
"21","79.010000","32.061000"
"21","132.928000","34.351000"
"21","180.957000","37.103000"
"21","210.272000","38.500000"
"21","230.690000","38.501000"
"22","0.000000","38.190000"
"22","11.092000","37.599000"
"22","49.412000","33.948000"
"22","60.840000","33.695000"
"22","85.378000","33.603000"
"22","145.595000","33.750000"
"22","189.050000","32.454000"
"22","210.083000","30.021000"
"22","221.848000","28.046000"
"22","229.243000","29.079000"
"22","245.041000","32.455000"
"22","264.537000","35.395000"
"22","274.285000","37.185000"
"23","0.000000","38.500000"
"23","34.489000","38.334000"
"23","68.019000","34.775000"
"23","99.962000","33.409000"
"23","107.777000","32.983000"
"23","129.869000","33.000000"
"23","157.594000","33.006000"
"23","181.544000","31.996000"
"23","209.388000","31.679000"
"23","272.077000","30.962000"
"23","275.430000","29.929000"
"23","289.321000","28.023000"
"23","304.170000","31.996000"
"23","314.709000","32.088000"
"23","336.724000","35.083000"
"23","344.407000","35.923000"
"23","362.609000","36.336000"
