"section_id","boundary_type","time_hours","discharge_m3s","water_level_m"
"1","upstream","60.0","50.09","35.722"
"1","upstream","61.0","49.93","35.712"
"1","upstream","62.0","49.77","35.703"
"1","upstream","63.0","49.62","35.694"
"1","upstream","64.0","49.46","35.685"
"1","upstream","65.0","49.3","35.676"
"1","upstream","66.0","49.21","35.667"
"1","upstream","67.0","49.12","35.659"
"1","upstream","68.0","49.02","35.651"
"1","upstream","69.0","48.93","35.643"
"1","upstream","70.0","48.84","35.635"
"1","upstream","71.0","48.75","35.627"
"1","upstream","72.0","48.66","35.62"
"1","upstream","73.0","48.57","35.612"
"1","upstream","74.0","48.48","35.605"
"1","upstream","75.0","48.38","35.597"
"1","upstream","76.0","48.29","35.59"
"1","upstream","77.0","48.2","35.583"
"1","upstream","78.0","48.11","35.576"
"1","upstream","79.0","48.02","35.569"
"1","upstream","80.0","47.92","35.562"
"1","upstream","81.0","47.83","35.555"
"1","upstream","82.0","47.74","35.549"
"1","upstream","83.0","47.65","35.542"
"1","upstream","84.0","47.56","35.533"
"1","upstream","85.0","47.47","35.523"
"1","upstream","86.0","47.38","35.513"
"1","upstream","87.0","47.28","35.503"
"1","upstream","88.0","47.19","35.494"
"1","upstream","89.0","47.1","35.484"
"1","upstream","90.0","47.05","35.474"
"1","upstream","91.0","47.01","35.463"
"1","upstream","92.0","46.96","35.453"
"1","upstream","93.0","46.92","35.443"
"1","upstream","94.0","46.87","35.434"
"1","upstream","95.0","46.83","35.425"
"19","upstream","0.0","20.0","37.499"
"19","upstream","1.0","1556.67","37.635"
"19","upstream","2.0","1552.5","37.537"
"19","upstream","3.0","1548.33","37.463"
"19","upstream","4.0","1544.17","37.42"
"19","upstream","5.0","1540.0","37.381"
"19","upstream","6.0","1535.83","37.344"
"19","upstream","7.0","1531.67","37.308"
"19","upstream","8.0","1527.5","37.275"
"19","upstream","9.0","1523.33","37.244"
"19","upstream","10.0","1519.17","37.215"
"19","upstream","11.0","1515.0","37.187"
"19","upstream","12.0","1510.83","37.16"
"19","upstream","13.0","1506.67","37.135"
"19","upstream","14.0","1502.5","37.111"
"19","upstream","15.0","1498.33","37.088"
"19","upstream","16.0","1494.17","37.065"
"19","upstream","17.0","1490.0","37.044"
"19","upstream","18.0","1486.25","37.024"
"19","upstream","19.0","1482.5","37.004"
"19","upstream","20.0","1478.75","36.985"
"19","upstream","21.0","1475.0","36.967"
"19","upstream","22.0","1471.25","36.949"
"19","upstream","23.0","1467.5","36.931"
"19","upstream","24.0","1463.75","36.914"
"19","upstream","25.0","1460.0","36.898"
"19","upstream","26.0","1456.25","36.882"
"19","upstream","27.0","1452.5","36.867"
"19","upstream","28.0","1448.75","36.851"
"19","upstream","29.0","1445.0","36.837"
"19","upstream","30.0","1441.25","36.822"
"19","upstream","31.0","1437.5","36.808"
"19","upstream","32.0","1433.75","36.794"
"19","upstream","33.0","1430.0","36.78"
"19","upstream","34.0","1426.25","36.767"
"19","upstream","35.0","1422.5","36.754"
"19","upstream","36.0","1418.75","36.741"
"19","upstream","37.0","1415.0","36.728"
"19","upstream","38.0","1411.25","36.715"
"19","upstream","39.0","1407.5","36.703"
"19","upstream","40.0","1403.75","36.691"
"19","upstream","41.0","1400.0","36.678"
"19","upstream","42.0","1398.33","36.667"
"19","upstream","43.0","1396.67","36.656"
"19","upstream","44.0","1395.0","36.646"
"19","upstream","45.0","1393.33","36.635"
"19","upstream","46.0","1391.67","36.625"
"19","upstream","47.0","1390.0","36.615"
"19","upstream","48.0","1388.33","36.605"
"19","upstream","49.0","1386.67","36.595"
"19","upstream","50.0","1385.0","36.586"
"19","upstream","51.0","1383.33","36.576"
"19","upstream","52.0","1381.67","36.567"
"19","upstream","53.0","1380.0","36.558"
"19","upstream","54.0","1378.33","36.55"
"19","upstream","55.0","1376.67","36.541"
"19","upstream","56.0","1375.0","36.532"
"19","upstream","57.0","1373.33","36.524"
"19","upstream","58.0","1371.67","36.515"
"19","upstream","59.0","1370.0","36.507"
"19","upstream","60.0","1368.33","36.499"
"19","upstream","61.0","1366.67","36.491"
"19","upstream","62.0","1365.0","36.483"
"19","upstream","63.0","1363.33","36.475"
"19","upstream","64.0","1361.67","36.467"
"19","upstream","65.0","1360.0","36.459"
"19","upstream","66.0","1358.33","36.452"
"19","upstream","67.0","1356.67","36.444"
"19","upstream","68.0","1355.0","36.436"
"19","upstream","69.0","1353.33","36.429"
"19","upstream","70.0","1351.67","36.421"
"19","upstream","71.0","1350.0","36.413"
"19","upstream","72.0","1348.33","36.406"
"19","upstream","73.0","1346.67","36.398"
"19","upstream","74.0","1345.0","36.39"
"19","upstream","75.0","1343.33","36.383"
"19","upstream","76.0","1341.67","36.376"
"19","upstream","77.0","1340.0","36.368"
"19","upstream","78.0","1338.33","36.361"
"19","upstream","79.0","1336.67","36.354"
"19","upstream","80.0","1335.0","36.346"
"19","upstream","81.0","1333.33","36.339"
"19","upstream","82.0","1331.67","36.332"
"19","upstream","83.0","1330.0","36.325"
"19","upstream","84.0","1328.33","36.318"
"19","upstream","85.0","1326.67","36.311"
"19","upstream","86.0","1325.0","36.304"
"19","upstream","87.0","1323.33","36.298"
"19","upstream","88.0","1321.67","36.291"
"19","upstream","89.0","1320.0","36.284"
"19","upstream","90.0","1319.58","36.278"
"19","upstream","91.0","1319.17","36.272"
"19","upstream","92.0","1318.75","36.266"
"19","upstream","93.0","1318.33","36.26"
"19","upstream","94.0","1317.92","36.255"
"19","upstream","95.0","1317.5","36.249"
"5","downstream","0.0","0.0","35.534"
"5","downstream","1.0","827.309","35.52"
"5","downstream","2.0","1069.255","35.506"
"5","downstream","3.0","1137.039","35.493"
"5","downstream","4.0","1159.232","35.479"
"5","downstream","5.0","1172.154","35.465"
"5","downstream","6.0","1174.326","35.451"
"5","downstream","7.0","1171.476","35.438"
"5","downstream","8.0","1165.979","35.424"
"5","downstream","9.0","1158.433","35.41"
"5","downstream","10.0","1149.67","35.396"
"5","downstream","11.0","1140.299","35.382"
"5","downstream","12.0","1130.355","35.369"
"5","downstream","13.0","1119.916","35.355"
"5","downstream","14.0","1109.661","35.341"
"5","downstream","15.0","1099.126","35.327"
"5","downstream","16.0","1088.995","35.314"
"5","downstream","17.0","1078.815","35.3"
"5","downstream","18.0","1073.386","35.284"
"5","downstream","19.0","1066.612","35.268"
"5","downstream","20.0","1059.409","35.252"
"5","downstream","21.0","1052.303","35.237"
"5","downstream","22.0","1045.503","35.221"
"5","downstream","23.0","1038.542","35.205"
"5","downstream","24.0","1031.82","35.189"
"5","downstream","25.0","1025.481","35.173"
"5","downstream","26.0","1019.039","35.158"
"5","downstream","27.0","1012.879","35.142"
"5","downstream","28.0","1007.139","35.126"
"5","downstream","29.0","1001.258","35.11"
"5","downstream","30.0","995.62","35.094"
"5","downstream","31.0","990.371","35.078"
"5","downstream","32.0","985.006","35.063"
"5","downstream","33.0","979.895","35.047"
"5","downstream","34.0","975.157","35.031"
"5","downstream","35.0","970.261","35.015"
"5","downstream","36.0","965.582","34.999"
"5","downstream","37.0","961.232","34.983"
"5","downstream","38.0","956.73","34.967"
"5","downstream","39.0","952.414","34.952"
"5","downstream","40.0","948.414","34.936"
"5","downstream","41.0","944.242","34.92"
"5","downstream","42.0","938.605","34.905"
"5","downstream","43.0","933.765","34.89"
"5","downstream","44.0","929.17","34.875"
"5","downstream","45.0","924.815","34.86"
"5","downstream","46.0","920.663","34.845"
"5","downstream","47.0","916.68","34.83"
"5","downstream","48.0","912.867","34.815"
"5","downstream","49.0","909.202","34.8"
"5","downstream","50.0","905.682","34.785"
"5","downstream","51.0","902.299","34.77"
"5","downstream","52.0","899.037","34.755"
"5","downstream","53.0","895.894","34.74"
"5","downstream","54.0","892.865","34.725"
"5","downstream","55.0","889.909","34.71"
"5","downstream","56.0","887.033","34.695"
"5","downstream","57.0","884.243","34.68"
"5","downstream","58.0","881.496","34.665"
"5","downstream","59.0","878.809","34.65"
"5","downstream","60.0","876.2","34.635"
"5","downstream","61.0","873.652","34.62"
"5","downstream","62.0","871.174","34.605"
"5","downstream","63.0","868.752","34.59"
"5","downstream","64.0","866.38","34.575"
"5","downstream","65.0","864.045","34.56"
"5","downstream","66.0","856.06","34.548"
"5","downstream","67.0","850.67","34.536"
"5","downstream","68.0","845.812","34.524"
"5","downstream","69.0","841.239","34.512"
"5","downstream","70.0","837.3","34.5"
"5","downstream","71.0","833.604","34.487"
"5","downstream","72.0","830.188","34.475"
"5","downstream","73.0","827.019","34.463"
"5","downstream","74.0","823.865","34.451"
"5","downstream","75.0","821.175","34.439"
"5","downstream","76.0","818.571","34.427"
"5","downstream","77.0","816.109","34.415"
"5","downstream","78.0","813.762","34.403"
"5","downstream","79.0","811.511","34.391"
"5","downstream","80.0","809.16","34.379"
"5","downstream","81.0","807.161","34.367"
"5","downstream","82.0","805.17","34.355"
"5","downstream","83.0","803.253","34.342"
"5","downstream","84.0","801.387","34.33"
"5","downstream","85.0","799.571","34.318"
"5","downstream","86.0","797.611","34.306"
"5","downstream","87.0","795.974","34.294"
"5","downstream","88.0","794.294","34.282"
"5","downstream","89.0","792.649","34.27"
"5","downstream","90.0","776.075","34.266"
"5","downstream","91.0","766.215","34.262"
"5","downstream","92.0","757.803","34.257"
"5","downstream","93.0","750.464","34.253"
"5","downstream","94.0","743.746","34.249"
"5","downstream","95.0","737.973","34.245"
"18","downstream","0.0","0.0","35.534"
"18","downstream","1.0","984.751","35.52"
"18","downstream","2.0","1344.863","35.506"
"18","downstream","3.0","1281.052","35.493"
"18","downstream","4.0","1272.879","35.479"
"18","downstream","5.0","1255.197","35.465"
"18","downstream","6.0","1230.652","35.451"
"18","downstream","7.0","1208.646","35.438"
"18","downstream","8.0","1189.459","35.424"
"18","downstream","9.0","1171.472","35.41"
"18","downstream","10.0","1155.483","35.396"
"18","downstream","11.0","1141.01","35.382"
"18","downstream","12.0","1127.47","35.369"
"18","downstream","13.0","1114.693","35.355"
"18","downstream","14.0","1103.018","35.341"
"18","downstream","15.0","1091.869","35.327"
"18","downstream","16.0","1081.659","35.314"
"18","downstream","17.0","1071.841","35.3"
"18","downstream","18.0","1066.063","35.284"
"18","downstream","19.0","1058.239","35.268"
"18","downstream","20.0","1049.912","35.252"
"18","downstream","21.0","1041.977","35.237"
"18","downstream","22.0","1034.693","35.221"
"18","downstream","23.0","1027.608","35.205"
"18","downstream","24.0","1020.975","35.189"
"18","downstream","25.0","1014.874","35.173"
"18","downstream","26.0","1008.822","35.158"
"18","downstream","27.0","1003.149","35.142"
"18","downstream","28.0","997.946","35.126"
"18","downstream","29.0","992.722","35.11"
"18","downstream","30.0","987.788","35.094"
"18","downstream","31.0","983.253","35.078"
"18","downstream","32.0","978.633","35.062"
"18","downstream","33.0","974.247","35.047"
"18","downstream","34.0","970.212","35.031"
"18","downstream","35.0","966.073","35.015"
"18","downstream","36.0","962.143","34.999"
"18","downstream","37.0","958.526","34.983"
"18","downstream","38.0","954.761","34.967"
"18","downstream","39.0","951.181","34.952"
"18","downstream","40.0","947.873","34.936"
"18","downstream","41.0","944.367","34.92"
"18","downstream","42.0","939.717","34.905"
"18","downstream","43.0","935.991","34.89"
"18","downstream","44.0","932.621","34.875"
"18","downstream","45.0","929.435","34.86"
"18","downstream","46.0","926.416","34.845"
"18","downstream","47.0","923.575","34.83"
"18","downstream","48.0","920.857","34.815"
"18","downstream","49.0","918.247","34.8"
"18","downstream","50.0","915.747","34.785"
"18","downstream","51.0","913.347","34.77"
"18","downstream","52.0","911.04","34.755"
"18","downstream","53.0","908.813","34.74"
"18","downstream","54.0","906.668","34.725"
"18","downstream","55.0","904.591","34.71"
"18","downstream","56.0","902.584","34.695"
"18","downstream","57.0","900.658","34.68"
"18","downstream","58.0","898.802","34.665"
"18","downstream","59.0","896.999","34.65"
"18","downstream","60.0","895.243","34.635"
"18","downstream","61.0","893.574","34.62"
"18","downstream","62.0","891.96","34.605"
"18","downstream","63.0","890.384","34.59"
"18","downstream","64.0","888.82","34.575"
"18","downstream","65.0","887.291","34.56"
"18","downstream","66.0","881.292","34.548"
"18","downstream","67.0","878.138","34.536"
"18","downstream","68.0","875.866","34.524"
"18","downstream","69.0","873.773","34.512"
"18","downstream","70.0","872.023","34.5"
"18","downstream","71.0","870.245","34.487"
"18","downstream","72.0","868.469","34.475"
"18","downstream","73.0","866.723","34.463"
"18","downstream","74.0","864.844","34.451"
"18","downstream","75.0","863.241","34.439"
"18","downstream","76.0","861.606","34.427"
"18","downstream","77.0","859.994","34.415"
"18","downstream","78.0","858.396","34.403"
"18","downstream","79.0","856.819","34.391"
"18","downstream","80.0","855.116","34.379"
"18","downstream","81.0","853.657","34.367"
"18","downstream","82.0","852.118","34.355"
"18","downstream","83.0","850.595","34.342"
"18","downstream","84.0","849.089","34.33"
"18","downstream","85.0","847.607","34.318"
"18","downstream","86.0","845.991","34.306"
"18","downstream","87.0","844.633","34.294"
"18","downstream","88.0","843.225","34.282"
"18","downstream","89.0","841.813","34.27"
"18","downstream","90.0","828.681","34.266"
"18","downstream","91.0","822.712","34.262"
"18","downstream","92.0","819.149","34.257"
"18","downstream","93.0","816.384","34.253"
"18","downstream","94.0","813.811","34.249"
"18","downstream","95.0","811.65","34.245"
